ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
2026,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,26,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2027,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,27,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2028,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,28,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2029,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,29,,Color,Negro,,0,Modelo,iPhone 16,,0
2030,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,30,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2031,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,31,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2032,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,IUKU0001,,,,,,32,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2034,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,1,,Color,Blanco,,0,Modelo,iPhone 12 / 12 Pro,,0
2035,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,2,,Color,Blanco,,0,Modelo,iPhone 12 Pro Max,,0
2036,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,3,,Color,Blanco,,0,Modelo,iPhone 13 / 14,,0
2037,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,4,,Color,Blanco,,0,Modelo,iPhone 13 Pro,,0
2038,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,5,,Color,Blanco,,0,Modelo,iPhone 13 Pro Max,,0
2039,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,6,,Color,Blanco,,0,Modelo,iPhone 14 Pro,,0
2040,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,7,,Color,Blanco,,0,Modelo,iPhone 14 Pro Max,,0
2041,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,8,,Color,Blanco,,0,Modelo,iPhone 14 Plus,,0
2042,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,9,,Color,Blanco,,0,Modelo,iPhone 15,,0
2043,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,10,,Color,Blanco,,0,Modelo,iPhone 15 Pro,,0
2044,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,11,,Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0
2045,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,12,,Color,Blanco,,0,Modelo,iPhone 15 Plus,,0
2046,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,13,,Color,Blanco,,0,Modelo,iPhone 16,,0
2047,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,14,,Color,Blanco,,0,Modelo,iPhone 16 Pro,,0
2048,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,15,,Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0
2049,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,16,,Color,Blanco,,0,Modelo,iPhone 16 Plus,,0
2050,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,17,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2051,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,18,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2052,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,19,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2053,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,20,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2054,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,21,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2055,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,22,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2056,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,23,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2057,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,24,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2058,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,25,,Color,Negro,,0,Modelo,iPhone 15,,0
2059,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,26,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2060,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,27,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2061,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,28,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2062,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,29,,Color,Negro,,0,Modelo,iPhone 16,,0
2063,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,30,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2064,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,31,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2065,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,32,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2066,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,33,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
2067,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,34,,Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0
2068,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,35,,Color,Gris,,0,Modelo,iPhone 13 / 14,,0
2069,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,36,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0
2070,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,37,,Color,Gris,,0,Modelo,iPhone 13 Pro Max,,0
2071,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,38,,Color,Gris,,0,Modelo,iPhone 14 Pro,,0
2072,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,39,,Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0
2073,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,40,,Color,Gris,,0,Modelo,iPhone 14 Plus,,0
2074,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15",1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,41,,Color,Gris,,0,Modelo,iPhone 15,,0
