ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
2010,variation,IUKU0011,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,10,,Color,Blanco,,0,Modelo,iPhone 15 Pro,,0
2011,variation,IUKU0012,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,11,,Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0
2012,variation,IUKU0013,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,12,,Color,Blanco,,0,Modelo,iPhone 15 Plus,,0
2013,variation,IUKU0014,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,13,,Color,Blanco,,0,Modelo,iPhone 16,,0
2014,variation,IUKU0015,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,14,,Color,Blanco,,0,Modelo,iPhone 16 Pro,,0
2015,variation,IUKU0016,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,15,,Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0
2016,variation,IUKU0017,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,16,,Color,Blanco,,0,Modelo,iPhone 16 Plus,,0
2017,variation,IUKU0018,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,17,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2018,variation,IUKU0019,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,18,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2019,variation,IUKU0020,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,19,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2020,variation,IUKU0021,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,20,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2021,variation,IUKU0022,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,21,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2022,variation,IUKU0024,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,22,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2023,variation,IUKU0025,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,23,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2024,variation,IUKU0026,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,24,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2025,variation,IUKU0027,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,25,,Color,Negro,,0,Modelo,iPhone 15,,0
2026,variation,IUKU0028,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,26,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2027,variation,IUKU0029,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,27,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2028,variation,IUKU0030,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,28,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2029,variation,IUKU0031,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,29,,Color,Negro,,0,Modelo,iPhone 16,,0
2030,variation,IUKU0032,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,30,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2031,variation,IUKU0033,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,31,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2032,variation,IUKU0034,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,,,,id:2000,,,,,,32,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2033,variable,IUKU1000,,Funda con marco de metal transparente magsafe,1,0,visible,"Fabricada con plástico grueso y firme. Los bordes rígidos absorben impactos y protegen contra caídas, mientras que el interior transparente destaca el diseño original del dispositivo. El módulo de la cámara cuenta con un elegante borde metálico para mayor protección y estilo. Compatible con MagSafe; ideal para trabajos comprometedores sin sacrificar la estética.",,,,taxable,,1,,,0,0,,,,,0,,,,FUNDA,,,https://iuku.store/wp-content/uploads/2025/02/IMG_9262-scaled.jpeg,,,,,,,,,0,,Color,"Blanco, Negro, Gris",0,0,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 14, iPhone 13 Pro, iPhone 13 Pro Max, iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14 Plus, iPhone 15, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 15 Plus, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus",0,0
2034,variation,IUKU0035,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,1,,Color,Blanco,,0,Modelo,iPhone 12 / 12 Pro,,0
2035,variation,IUKU0036,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,2,,Color,Blanco,,0,Modelo,iPhone 12 Pro Max,,0
2036,variation,IUKU0037,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,3,,Color,Blanco,,0,Modelo,iPhone 13 / 14,,0
2037,variation,IUKU0038,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,4,,Color,Blanco,,0,Modelo,iPhone 13 Pro,,0
2038,variation,IUKU0039,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,5,,Color,Blanco,,0,Modelo,iPhone 13 Pro Max,,0
2039,variation,IUKU0041,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,6,,Color,Blanco,,0,Modelo,iPhone 14 Pro,,0
2040,variation,IUKU0042,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,7,,Color,Blanco,,0,Modelo,iPhone 14 Pro Max,,0
2041,variation,IUKU0043,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,8,,Color,Blanco,,0,Modelo,iPhone 14 Plus,,0
2042,variation,IUKU0044,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,9,,Color,Blanco,,0,Modelo,iPhone 15,,0
2043,variation,IUKU0045,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,10,,Color,Blanco,,0,Modelo,iPhone 15 Pro,,0
2044,variation,IUKU0046,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,11,,Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0
2045,variation,IUKU0047,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,12,,Color,Blanco,,0,Modelo,iPhone 15 Plus,,0
2046,variation,IUKU0048,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,13,,Color,Blanco,,0,Modelo,iPhone 16,,0
2047,variation,IUKU0049,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,14,,Color,Blanco,,0,Modelo,iPhone 16 Pro,,0
2048,variation,IUKU0050,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,15,,Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0
2049,variation,IUKU0051,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,16,,Color,Blanco,,0,Modelo,iPhone 16 Plus,,0
2050,variation,IUKU0052,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,17,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2051,variation,IUKU0053,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,18,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2052,variation,IUKU0054,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,19,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2053,variation,IUKU0055,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,20,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2054,variation,IUKU0056,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,21,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2055,variation,IUKU0058,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,22,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2056,variation,IUKU0059,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,23,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2057,variation,IUKU0060,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,24,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2058,variation,IUKU0061,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,25,,Color,Negro,,0,Modelo,iPhone 15,,0
2059,variation,IUKU0062,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,26,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2060,variation,IUKU0063,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,27,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2061,variation,IUKU0064,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,28,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2062,variation,IUKU0065,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,29,,Color,Negro,,0,Modelo,iPhone 16,,0
2063,variation,IUKU0066,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,30,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2064,variation,IUKU0067,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,31,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2065,variation,IUKU0068,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,32,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2066,variation,IUKU0069,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,33,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
2067,variation,IUKU0070,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,34,,Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0
2068,variation,IUKU0071,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,35,,Color,Gris,,0,Modelo,iPhone 13 / 14,,0
2069,variation,IUKU0072,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,36,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0
2070,variation,IUKU0073,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,37,,Color,Gris,,0,Modelo,iPhone 13 Pro Max,,0
2071,variation,IUKU0075,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,38,,Color,Gris,,0,Modelo,iPhone 14 Pro,,0
2072,variation,IUKU0076,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,39,,Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0
2073,variation,IUKU0077,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,40,,Color,Gris,,0,Modelo,iPhone 14 Plus,,0
2074,variation,IUKU0078,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,41,,Color,Gris,,0,Modelo,iPhone 15,,0
2075,variation,IUKU0079,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,42,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
2076,variation,IUKU0080,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,43,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
2077,variation,IUKU0081,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,44,,Color,Gris,,0,Modelo,iPhone 15 Plus,,0
2078,variation,IUKU0082,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,45,,Color,Gris,,0,Modelo,iPhone 16,,0
2079,variation,IUKU0083,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,46,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
2080,variation,IUKU0084,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,47,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
2081,variation,IUKU0085,,Funda con marco de metal transparente magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,id:2033,,,,,,48,,Color,Gris,,0,Modelo,iPhone 16 Plus,,0
2082,variable,IUKU2000,,Funda mate trasucida magsafe,1,0,visible,"Fabricada con plástico flexible con textura gomosa, ofrece una superficie adherente y cómoda al tacto. Los bordes de goma están diseñados para absorber impactos, proporcionando una protección contra caídas. La parte trasera presenta un acabado mate ahumado, que combina estilo moderno y funcionalidad. Una opción ultra resistente para quienes buscan durabilidad sin renunciar a un diseño práctico y elegante.",,,,taxable,,1,,,0,0,,,,,0,,,,FUNDA,,,https://iuku.store/wp-content/uploads/2025/02/IMG_6305.jpg,,,,,,,,,0,,Color,"Negro, Gris, Azul, Rosa",0,0,Modelo,"iPhone 12 / 12 Pro, iPhone 12 Pro Max, iPhone 13 / 14, iPhone 13 Pro, iPhone 13 Pro Max, iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14 Plus, iPhone 15, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 15 Plus, iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, iPhone 16 Plus",0,0
2083,variation,IUKU0086,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,1,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2084,variation,IUKU0087,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,2,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2085,variation,IUKU0088,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,3,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2086,variation,IUKU0089,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,4,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2087,variation,IUKU0090,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,5,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2088,variation,IUKU0092,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,6,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2089,variation,IUKU0093,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,7,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2090,variation,IUKU0094,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,8,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2091,variation,IUKU0095,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,9,,Color,Negro,,0,Modelo,iPhone 15,,0
2092,variation,IUKU0096,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,10,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2093,variation,IUKU0097,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,11,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2094,variation,IUKU0098,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,12,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2095,variation,IUKU0099,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,13,,Color,Negro,,0,Modelo,iPhone 16,,0
2096,variation,IUKU0100,,Funda mate trasucida magsafe,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,id: 2082,,,,,,14,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
