id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant,gtin,quantity_to_sell_on_facebook,custom_label_4,rich_text_description,internal_label,external_update_time,external_variant_id, is_woo_all_products_sync
IUKU0019_7457,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,"3","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346936,7457,
IUKU0019_7456,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16+e&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346936,7456,
IUKU0019_7455,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Pro+Max&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,"1","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346936,7455,
IUKU0019_7454,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Pro&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,"1","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346936,7454,
IUKU0019_7453,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Plus&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346935,7453,
IUKU0019_7452,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15&attribute_color=Deep+Blue,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Deep Blue",,,"2353",,,,"4","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346935,7452,
IUKU0019_7451,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+17+Pro+Max&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346935,7451,
IUKU0019_7450,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+17+Pro&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7450,
IUKU0019_7449,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+17&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7449,
IUKU0019_7448,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+17+Air&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7448,
IUKU0019_7447,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16+Pro+Max&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,"2","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7447,
IUKU0019_7446,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16+Pro&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,"2","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7446,
IUKU0019_7445,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16+Plus&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7445,
IUKU0019_7444,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7444,
IUKU0019_7443,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+16+e&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7443,
IUKU0019_7442,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Pro+Max&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,"4","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7442,
IUKU0019_7441,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Pro&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,"3","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346933,7441,
IUKU0019_7440,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15+Plus&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,,"https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346932,7440,
IUKU0019_7439,"Funda Hielo Seco","Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.",https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-2.jpeg,https://iuku.store/tienda/funda-hielo-seco/?attribute_modelo=iPhone+15&attribute_color=Blanco,"FUNDA","iuku","299MXN","in stock",IUKU0019_7196,,"https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-7.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-1.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-11.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-8.jpeg,https://iuku.store/wp-content/uploads/2025/05/Jelly-Candy-3.jpeg","/","249MXN",new,"published",,"Blanco",,,"2353",,,,"2","https://iuku.store/fbcollection/","<span class='OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none'>Fabricada en dos partes, el interno en plástico rígido con acabado en color solido y el exterior en plástico acabado mate con textura gomosa antideslizante. Diseñada para resistir caídas de alto impacto sin perder el carácter. Compatible con MagSafe; ideal para vestir elegante, viajes complicados, y caídas inesperadas.</span>",['no_shipping_class'],1759346932,7439,
